
23:26:00, 15.833333333333
23:31:00, 15.833333333333
23:36:42, 15.833333333333
23:41:43, 16.666666666667
23:46:43, 15
23:51:43, 14.166666666667
23:56:43, 11.666666666667
00:01:44, 11.666666666667
00:06:44, 10.833333333333
00:11:43, 13.333333333333
00:16:44, 13.333333333333
00:21:44, 12.5
00:26:44, 12.5
00:31:45, 12.5
00:36:45, 12.5
00:41:45, 11.666666666667
10:29:18, 76.666666666667
10:34:18, 74.166666666667
10:39:19, 62.5
10:44:19, 66.666666666667
10:49:19, 64.166666666667
10:54:19, 63.333333333333
10:59:20, 60.833333333333
11:04:20, 62.5
11:09:20, 54.166666666667
11:14:21, 51.666666666667
11:19:21, 50.833333333333
11:24:21, 52.5
11:29:21, 52.5
11:34:22, 54.166666666667
